Camera Deployment Name,Latitude,Longitude,Duration,American Beaver,American Black Bear,American Mink,American Red Squirrel,Animal Not On List,Bicycle,Blue Jay,Bobcat,Calibration Photos,Camera Misfire,Camera Trapper,Cotton Rat,Coyote,Crow or Raven,Domestic Cat,Domestic Cow,Domestic Dog,Domestic Horse,Eastern Chipmunk,Eastern Cottontail,Eastern Fox Squirrel,Eastern Gray Squirrel,Eastern Spotted Skunk,Eastern Woodrat,Fisher,Flying Squirrel species,Gray Fox,"Human, non staff",Long-tailed Weasel,No Animal,Northern Bobwhite,Northern Flying Squirrel,Northern Raccoon,Red Fox,River Otter,Ruffed Grouse,Southern Flying Squirrel,Striped Skunk,Time Lapse,Turkey Vulture,Unknown Animal,Unknown Bird,Unknown Canine,Unknown Carnivore,Unknown Feline,Unknown Fox,Unknown mouse or rat,Unknown Owl,Unknown Squirrel,Unknown Weasel,Vehicle,Virginia Opossum,White-tailed Deer,Wild Boar,Wild Turkey,Woodchuck
Accotink Stream Valley Lg 150,38.83988,-77.22235,20.92083333,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Auten 1,35.38379,-80.93005,24.99236111,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Auten 12,35.38858,-80.92354,19.17361111,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
Auten 2,35.38326,-80.93311,24.98958333,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auten 3,35.38202,-80.93049,31.81597222,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Auten 4,35.38312,-80.93574,31.81597222,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0
Auten 5,35.38653,-80.93359,15.29097222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,9,0,0,25,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,24,0,33,0
Auten 7,35.38864,-80.92776,31.81597222,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,21,0,0,20,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Auten 8,35.38929,-80.92195,31.81597222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auten 9,35.38946,-80.92224,19.17361111,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Backyard 1016 F.T. Valley Ru 14,38.60595,-78.2308,21.65069444,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,1,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
Backyard 16488 Camillo Lane Ru 27,38.39426,-77.05041,18.71805556,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,32,0,0,0
Backyard 344 Keyser Run Road Ru 29,38.73129,-78.25636,22.97222222,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0
Backyard 38th Street North Su 20,38.94711,-77.0746,22.94097222,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,23,0,0,0,0,84,0,0,0,0,0,89,0,27,0,0,27,85,0,0,0,0,0,0,12,5,18,0,0,1,0,0,1,0,0,0,0,0,0,0
Backyard 42nd Street NW Ur3,38.95968,-77.0816,19.02708333,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,24,0,90,0,0,0,0,0,54,0,17,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Backyard 5590 Blantyre Rd Ru 25,38.82056,-77.7467,22.04513889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard 5651 Blantyre Rd Ru 26,38.81864,-77.75251,21.39444444,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0
Backyard Aldie Road Ex 21,38.86777,-77.55476,21.01319444,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,13,0,0,0
Backyard Austin Drive Ex 2,38.45007,-77.44141,18.68958333,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,16,0,3,2,0,1,0,0,0,0,2,0,12,0,0,0
Backyard Bennett Road Su 9,38.90228,-77.36284,22.86805556,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0
Backyard Beverly Drive Ur 7,38.83529,-77.07149,21.10347222,0,0,0,0,0,0,0,0,2,0,3,0,0,0,10,0,2,0,16,0,0,104,0,0,0,0,0,1,0,5,0,0,3,7,0,0,0,0,0,0,2,32,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Backyard Blagden Avenue NW Ur 5,38.94587,-77.04135,20.75763889,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,50,0,0,0,0,0,9,0,5,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,46,0,0,0
Backyard Briar Creek Drive Su 37,38.82758,-77.23073,11.62291667,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard Broad Brook Court Su 42,39.01201,-77.09495,16.97569444,0,0,0,0,0,0,0,0,1,5,2,0,0,0,4,0,16,0,0,4,0,84,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard Butterworth Place Ur 11,38.9484,-77.09151,20.75138889,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard Camillo Lane Ru 1,38.39527,-77.05119,23.92430556,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,3,0,0,1,0,4,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,8,0,0,0
Backyard Carter Cooper Way Ex 5,38.91179,-77.33241,21.16458333,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,0,0
Backyard Cedar Hill Lane Ex 4,38.46697,-77.56232,18.09375,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0
Backyard Chelmsford Court Su 30,39.04877,-77.39991,20.64375,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,112,0,2,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0
Backyard Cobalt Road Su 14,38.96865,-77.12508,33.96944444,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard Cornish Way Su 3,38.74279,-77.34001,21.86319444,0,0,0,0,0,0,0,0,1,0,3,0,15,0,2,0,0,0,0,1,0,28,0,0,0,0,0,2,0,4,0,0,7,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,8,0,11,0
Backyard Covered Bridge Ex 13,38.362,-78.2212,21.31041667,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0
Backyard Covered Bridge Vacant Lot Ex 19,38.362,-78.2212,21.70069444,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
Backyard Dorn Road Ex 17,38.89996,-78.25416,20.99444444,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0
Backyard Dorothy Bolton Court Su 16,38.79111,-77.15222,21.00486111,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,9,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,2,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,26,0,0,0
Backyard Dundridge Drive Ex 7,39.09284,-78.1212,21.04027778,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0
Backyard Empress Alexandra place Ex 20,38.46435,-77.63138,21.06944444,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0
Backyard Enchanted Oak Drive Ex 3,38.3091,-77.40808,20.97291667,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
Backyard Evergreen Knoll Su 39,38.79779,-77.09884,20.92291667,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Backyard F.T. Valley Road Ru 13,38.605,-78.23417,22.98958333,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,47,0,0,0,1,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,0
Backyard Fenwood Drive Su 11,38.78222,-77.23528,19.74305556,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Backyard Fern Lane Su 27,38.84592,-77.17775,20.82986111,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,52,0,0,0,0,0,3,0,11,0,0,49,12,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,60,0,0,0
Backyard Fletchers Mill Road Ru 16,38.64959,-78.1816,26.90138889,0,0,2,0,0,0,0,0,0,0,1,0,1,0,24,0,27,40,0,0,0,13,0,0,0,0,0,18,0,28,0,0,4,6,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,18,2,14,0,0,0
Backyard Fort Williams Parkway Su 25,38.8175,-77.09556,21.17222222,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard Fort Worth Avenue Su 21,38.8125,-77.09806,19.99583333,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard Fort Worth Place Su 26,38.81639,-77.09639,20.97361111,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,45,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Backyard Fox Creek Lane Ru 17,38.59073,-78.16039,26.98541667,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0
Backyard Fox Ridge Lane Ru 15,38.58841,-78.15835,27.84791667,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0
Backyard Fox Spring Court Su 6,38.87863,-77.29163,12.02013889,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Backyard Foxfire Court Ex 16,38.87617,-78.27576,23.04097222,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Backyard Gate 4 SCBI Ru 28,38.88096,-78.16086,24.65763889,0,1,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,18,0,0,0
Backyard George Hellewig Memorial Park Ex 8,38.63538,-77.45193,20.59722222,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0
Backyard George Hellwig Memorial Park 2 Ex 25,38.63703,-77.44991,18.50694444,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0
Backyard Gid Brown Hollow Road Ru7,38.69519,-78.2128,16.44861111,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0
Backyard Heather Avenue Ur 9,38.98011,-77.0003,27.14236111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,55,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,2,18,0,0,0
Backyard Henke Ru 24,38.82187,-77.98018,8.772222222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Backyard Hidden Pond Nature Center Su 12,38.78639,-77.23528,22.91597222,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
Backyard Highridge Ex 29,38.86592,-78.15354,25.36597222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,3,20,0,0,2
Backyard Horizon Court Su 7,38.97215,-77.408,21.19791667,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,23,0,0,31,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard Howland Drive Su 38,38.92469,-77.32869,26.49097222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,71,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Backyard Hughes River Road Ru 9,38.52166,-78.32794,21.91111111,0,0,0,0,0,0,0,1,1,0,7,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,16,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,35,0,0,0
Backyard Hull School Road Ru 31,38.69163,-78.2666,26.23611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0
Backyard Hunter Mill Road Su 33,38.83565,-77.46328,21.7375,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,4,0,0,2,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,38,0,0,2
Backyard Huntmaster Road Ex 24,39.215,-77.20111,21.39236111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,47,0,0,47,2,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,2,156,0,0,0
Backyard Jefferson Davis Highway Ex 1,38.45492,-77.40438,21.93888889,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Backyard Jocelyn St. NW Ur 8,38.96031,-77.07883,21.06388889,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,7,0,18,0,0,0,0,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Backyard Kenhill Road Su 18,38.98093,-77.1217,23.90833333,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,3,0,0,0,0,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backyard Kirklyn Street Su 32,38.8835,-77.21324,22.07916667,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
Backyard Ladd Street Su 29,39.04167,-77.03714,20.94097222,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,5,0,14,0,0,20,17,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,1,101,0,0,0
Backyard Loft Ridge HOA Su 45,38.79313,-77.10608,25.26111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,0,6,0,0,2,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,75,0,0,0
Backyard Londons Bridge Road Ex 28,38.85552,-77.64623,21.37708333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,96,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0
Backyard Malraux Drive Su 15,38.53,-77.14,20.67083333,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4,0,0,0,0,11,0,0,0,0,0,22,0,1,0,0,3,9,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,51,0,0,0
Backyard Martin Road Ex 14,38.8979,-78.25446,20.72847222,0,0,0,0,0,0,0,0,1,0,11,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,11,0,0,0
Backyard Mayflower Drive Su 28,38.93358,-77.19141,11.97986111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,74,0,35,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,442,0,1,0,0,0
Backyard Meetze Road Ru 2,38.67226,-77.74514,43.64375,0,0,0,0,1,0,0,0,0,0,5,0,0,0,4,0,0,12,0,25,0,0,0,0,0,0,0,4,0,236,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,30,0,2,3
Backyard Morningside Drive Ex 9,38.68769,-77.4552,21.00486111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0
Backyard Nathaniel Oaks Drive Su 31,38.83567,-77.46335,21.11666667,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,2,0,0,2,9,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,186,0,0,0
Backyard Newbury Road Ex 12,39.25062,-77.20792,20.96597222,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,27,0,0,6,0,0,0,0,0,0,0,9,0,0,8,6,0,0,0,0,0,0,5,0,2,1,0,0,0,0,1,0,0,0,100,0,0,0
Backyard Noyes Dr. Ur 6,39.00366,-77.03132,27.97708333,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,5,0,0,0,0,0,6,0,3,0,0,22,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Backyard Oakford Drive Su 10,38.78804,-77.24139,20.00208333,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,72,0,0,0,0,0,8,0,10,0,0,5,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,44,0,0,0
Backyard Old Mill Road Ru 33,39.273,-78.467,22.79930556,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0
Backyard Palace Court Ex 26,38.71876,-77.43611,21.77569444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,202,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,3,0,0,0,14,0,0,0
Backyard Parkwood Drive Su 13,38.96772,-77.13215,43.04930556,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,2,0,18,0,0,292,0,0,0,0,0,1,0,7,0,0,35,29,0,0,0,0,0,0,6,27,1,0,0,0,0,0,8,0,0,0,17,0,0,0
Backyard Poe Road Su 19,38.99974,-77.24785,24.95208333,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Backyard Poplar Drive Su 17,38.53,-77.11,21.40763889,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,5,0,0,0,0,9,0,0,0,0,0,10,0,2,0,0,3,1,0,0,0,0,0,0,3,27,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Backyard Reflection Lane Su 2,38.8963,-77.23733,24.65138889,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,18,0,2,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
Backyard Rensselaer Court Su 23,38.87659,-77.28049,17.62430556,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,26,0,0,0
Backyard Ridge Road Ex 11,39.25882,-77.22358,20.22361111,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,60,0,0,0
Backyard Rolling Road Ru 8,38.60768,-78.24905,23.67916667,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Backyard Royce Street Su 22,38.83986,-77.21396,21.03194444,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,46,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
Backyard Saddlebrook Court Su 1,38.78915,-77.15927,20.88194444,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,52,0,11,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
Backyard Scarborough Street Su 4,38.75364,-77.23375,20.90208333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,10,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
