Camera Deployment Name,Latitude,Longitude,Duration,American Beaver,American Black Bear,American Mink,American Red Squirrel,Animal Not On List,Bicycle,Blue Jay,Bobcat,Calibration Photos,Camera Misfire,Camera Trapper,Cotton Rat,Coyote,Crow or Raven,Domestic Cat,Domestic Cow,Domestic Dog,Domestic Horse,Eastern Chipmunk,Eastern Cottontail,Eastern Fox Squirrel,Eastern Gray Squirrel,Eastern Spotted Skunk,Eastern Woodrat,Fisher,Flying Squirrel species,Gray Fox,"Human, non staff",Long-tailed Weasel,No Animal,Northern Bobwhite,Northern Flying Squirrel,Northern Raccoon,Red Fox,River Otter,Ruffed Grouse,Southern Flying Squirrel,Striped Skunk,Time Lapse,Turkey Vulture,Unknown Animal,Unknown Bird,Unknown Canine,Unknown Carnivore,Unknown Feline,Unknown Fox,Unknown mouse or rat,Unknown Owl,Unknown Squirrel,Unknown Weasel,Vehicle,Virginia Opossum,White-tailed Deer,Wild Boar,Wild Turkey,Woodchuck
Cato/Cunn 64A,39.6016,-77.45472,21.86527778,0,1,0,0,0,0,0,0,1,0,17,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,213,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0
Cato/Cunn 64B,39.60193,-77.45429,21.82361111,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,14,0
Cato/Cunn 64C,39.60261,-77.4527,21.775,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0
Cato/Cunn 65A,39.59962,-77.45455,20.96736111,0,0,0,0,0,0,0,0,1,0,8,0,2,0,3,0,17,0,0,0,0,0,0,0,0,0,1,191,0,2,0,0,0,11,0,0,0,0,0,0,2,66,0,0,0,0,1,0,0,0,0,0,6,0,2,0
Cato/Cunn 65B,39.59955,-77.45385,70.96944444,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0
Cato/Cunn 65C,39.59971,-77.45301,20.96041667,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cato/Cunn 66A,39.59684,-77.45516,21.01527778,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,145,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,7,0
Cato/Cunn 66B,39.59701,-77.45565,20.90902778,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
Cato/Cunn 66C,39.59675,-77.45702,20.93194444,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cato/Cunn 6A,39.67043,-77.48405,23.50208333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cato/Cunn 6B,39.67059,-77.48463,19.17916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Cato/Cunn 72A,39.5892,-77.44388,20.91180556,0,0,0,0,0,3,0,0,1,0,10,0,1,0,1,0,61,0,0,0,0,16,0,0,0,0,0,606,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,0,0,0
Cato/Cunn 72B,39.58969,-77.44412,20.88402778,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,4,0,0,2,1,0,0,0
Cato/Cunn 73A,39.59004,-77.44137,20.95555556,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Cato/Cunn 73B,39.5905,-77.44138,20.97430556,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
Cato/Cunn 73C,39.59176,-77.44135,20.92430556,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,8,0,0,0
Cato/Cunn 7A,39.66813,-77.48601,56.14444444,0,0,0,0,0,0,0,0,1,0,1,0,11,0,0,0,8,8,0,0,2,23,0,0,0,0,0,86,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,62,0,0,0
Cato/Cunn 7B,39.66778,-77.48558,55.69444444,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,37,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,15,0,0,1,170,0,0,0
Cato/Cunn 7C,39.6681,-77.48452,56.14236111,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,5,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,1,194,0,0,0
Cheraw 10a,34.62825,-79.93358,20.92222222,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,37,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Cheraw 10b,34.62836,-79.93306,20.91805556,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Cheraw 11a,34.62678,-79.93221,16.61458333,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Cheraw 11b,34.62665,-79.93266,19.99861111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
Cheraw 11c,34.62623,-79.93468,16.59027778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Cheraw 12a,34.6258,-79.92989,24.21319444,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,31,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Cheraw 12b,34.62627,-79.92967,24.22638889,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0
Cheraw 12c,34.6258,-79.92991,24.24444444,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0
Cheraw 13a,34.62458,-79.92804,27.82777778,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,7,0,0,0,0,5,0,0,0,0,0,22,0,57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Cheraw 13b,34.65206,-79.92788,16.82013889,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0
Cheraw 13c,34.62644,-79.92749,27.81111111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0
Cheraw 14a,34.62485,-79.92115,22.00902778,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,45,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0
Cheraw 14b,34.62485,-79.92047,22.00277778,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Cheraw 14c,34.62479,-79.9184,21.55625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Cheraw 15a,34.62599,-79.92294,20.89305556,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0
Cheraw 15b,34.62583,-79.92376,9.951388889,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Cheraw 16a,34.62838,-79.92378,20.90208333,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,60,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cheraw 16b,34.62813,-79.92432,20.89305556,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Cheraw 16c,34.6275,-79.92561,20.89236111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Cheraw 17a,34.6303,-79.9351,17.83472222,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,51,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Cheraw 17b,34.63,-79.92573,17.83263889,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cheraw 17c,34.62911,-79.92729,17.85833333,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0
Cheraw 18a,34.63218,-79.92534,22.82152778,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,46,0,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Cheraw 18b,34.63193,-79.92622,22.80416667,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Cheraw 18c,34.631,-79.92746,22.78819444,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Cheraw 19a,34.63451,-79.92608,18.95347222,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Cheraw 19b,34.63448,-79.92558,18.93333333,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Cheraw 19c,34.63374,-79.92387,18.92361111,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0
Cheraw 1a,34.62602,-79.90176,19.74097222,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,4,0,0,0
Cheraw 1c,34.62709,-79.90265,18.99583333,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Cheraw 20a,34.63301,-79.9316,21.90416667,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Cheraw 20b,34.63337,-79.932,18.90833333,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cheraw 21a,34.63139,-79.94808,20.79722222,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 21b,34.63131,-79.94804,20.77638889,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cheraw 21c,34.63125,-79.94595,20.73333333,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 22a,34.63873,-79.94724,21.03888889,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 22b,34.63946,-79.94724,21.03055556,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 22c,34.64018,-79.94646,21.02222222,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 23a,34.6381,-79.94538,27.79166667,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,55,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cheraw 23c,34.63983,-79.94459,27.83680556,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Cheraw 24a,34.63303,-79.94658,20.96736111,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 24b,34.63268,-79.943,20.94513889,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0
Cheraw 24c,34.63251,-79.94432,7.946527778,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 2a,34.62001,-79.90562,18.91944444,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Cheraw 2b,34.61957,-79.90618,18.87361111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
Cheraw 2c,34.61883,-79.90733,18.90069444,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 3a,34.6235,-79.90329,21.52777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Cheraw 3b,34.62391,-79.90355,21.52152778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Cheraw 4a,34.62382,-79.90111,21.91666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,45,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Cheraw 4b,34.62384,-79.90057,21.90555556,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Cheraw 4c,34.62385,-79.89887,21.8875,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Cheraw 5a,34.63883,-79.92525,24.21736111,0,0,0,0,0,4,0,0,1,0,13,0,0,0,0,0,50,0,0,0,1,3,0,0,0,0,0,154,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Cheraw 5b,34.63888,-79.92458,24.19513889,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Cheraw 5c,34.63893,-79.9233,24.18194444,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,0
Cheraw 6a,34.63731,-79.92817,14.30277778,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,62,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 6b,34.63775,-79.92851,17.8375,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Cheraw 6c,34.63903,-79.92888,17.82569444,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Cheraw 7a,34.63565,-79.93001,23.03333333,0,0,0,0,0,2,0,0,1,0,7,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,88,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Cheraw 7b,34.6361,-79.93064,23.01180556,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Cheraw 7c,34.63631,-79.93257,12.94444444,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 8a,34.63171,-79.93295,20.94791667,0,0,0,0,0,1,0,0,0,0,6,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,24,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheraw 8b,34.6318,-79.93331,20.36666667,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cheraw 8c,34.63281,-79.93478,20.34791667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cheraw 9a,34.63,-79.93404,19.56597222,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Cheraw 9b,34.63006,-79.93331,20.97152778,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
Cheraw 9c,34.6305,-79.93156,20.53958333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clarks Creek 1,35.35336,-80.80611,20.69583333,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Clarks Creek 10,35.3565,-80.80923,22.93333333,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
Clarks Creek 11,35.3565,-80.80923,22.95902778,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0
Clarks Creek 12,35.35166,-80.80608,19.68680556,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Clarks Creek 2,35.35566,-80.80419,20.70347222,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Clarks Creek 3,35.35723,-80.80575,20.04513889,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Clarks Creek 4,35.35784,-80.8064,20.03541667,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Clarks Creek 5,35.35732,-80.80756,20.01527778,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Clarks Creek 6,35.3567,-80.8052,21.13541667,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Clarks Creek 7,35.55,-80.80643,21.14861111,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Clarks Creek 8,35.35546,-80.80802,22.98819444,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clarks Creek 9,35.35675,-80.80582,21.10972222,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
